Title,GGS Rating,Collected Classes,num_rank
INTERNATIONAL CONFERENCE ON AUDITORY DISPLAY,C,"C, C",1
INTERNATIONAL CONFERENCE ON ASIAN DIGITAL LIBRARIES,C,C,1
"IEEE-INTERNATIONAL CONFERENCE ON ADVANCES IN ENGINEERING, SCIENCE AND MANAGEMENT",C,C,1
INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON ADAPTIVE AND INTELLIGENT SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING,C,"B, C, NC",1
INTERNATIONAL CONFERENCE ON AUTOMATION AND LOGISTICS,C,C,1
"INTERNATIONAL CONFERENCE ON AUDIO, LANGUAGE AND IMAGE PROCESSING",C,C,1
INTERNATIONAL COLLOQUIUM ON AUTOMATA LANGUAGES AND PROGRAMMING,A,"A, A, A",5
IEEE INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES,B,"A-, B, B",3
INTERNATIONAL CONFERENCE ON ARTIFICIAL NEURAL NETWORKS,B-,"A-, B, C",2
INTERNATIONAL CONFERENCE ON ADAPTIVE AND NATURAL COMPUTING ALGORITHMS,C,C,1
INTERNATIONAL CONFERENCE ON ADVANCES IN PATTERN RECOGNITION,C,C,1
INTERNATIONAL CONFERENCE ON AUTOMATED PLANNING AND SCHEDULING,A,"A++, A, B",5
INTERNATIONAL CONFERENCE ON ADVANCED ROBOTICS,B-,"B, B-",2
"INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS AND VISION",C,"B, C, C",1
INTERNATIONAL CONFERENCE ON ARTIFICIAL IMMUNE SYSTEMS,B-,B-,2
INTERNATIONAL CONFERENCE ON AUTONOMIC AND AUTONOMOUS SYSTEMS,C,C,1
AGILE CONFERENCE,B,"B, B, B",3
INTERNATIONAL CONFERENCE ON INDEPENDENT COMPONENT ANALYSIS AND SIGNAL SEPARATION,C,C,1
"INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH, AND SIGNAL PROCESSING",A,"A+, A+",5
INTERNATIONAL CONFERENCE ON ARTIFICIAL REALITY AND TELEXISTENCE,C,"C, C",1
APPLICATIONS AND THEORY OF PETRI NETS,B,"A-, B, B",3
INTERNATIONAL CONFERENCE ON BIOMETRICS,B,"A, B",3
INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICAL ENGINEERING,C,C,1
IEEE-EMBS INTERNATIONAL CONFERENCE ON BIOMEDICAL AND HEALTH INFORMATICS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS,A,"A+, A+",5
INTERNATIONAL CONFERENCE ON CONTROL AND AUTOMATION,C,C,1
IEEE INTERNATIONAL CONFERENCE ON COMPUTATIONAL ADVANCES IN BIO AND MEDICAL SCIENCES,C,C,1
IEEE/ACM INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN,A,"A, A, A",5
INTERNATIONAL CONFERENCE ON COMPUTER AND AUTOMATION ENGINEERING,C,C,1
INTERNATIONAL CONGRESS ON COMPUTATIONAL AND APPLIED MATHEMATICS,C,C,1
"INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS",C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER APPLICATION AND SYSTEM MODELING,C,C,1
INTERNATIONAL CONFERENCE ON CASE-BASED REASONING,B-,"B, B, C",2
IEEE INTERNATIONAL CONFERENCE COMPUTER AND COMMUNICATIONS,B-,"A, C",2
"INTERNATIONAL CONFERENCE ON COMPUTING, COMMUNICATION AND AUTOMATION",C,C,1
"INTERNATIONAL CONFERENCE ON COMMUNICATIONS, CIRCUITS AND SYSTEMS",C,C,1
"INTERNATIONAL COLLOQUIUM ON COMPUTING, COMMUNICATION, CONTROL, AND MANAGEMENT",C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER AND COMMUNICATION ENGINEERING,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTATIONAL COLLECTIVE INTELLIGENCE,B,B,3
INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATIONS AND NETWORKS,B,"A-, B, B",3
"INTERNATIONAL CONFERENCE ON COMPUTING, COMMUNICATION AND NETWORKING TECHNOLOGIES",C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER AND COMMUNICATION TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER DESIGN,A-,"A-, A-",4
INTERNATIONAL CONFERENCE ON COMPUTERS IN EDUCATION,B,B,3
INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS - BERLIN,C,C,1
INTERNATIONAL CONFERENCE ON CLEAN ELECTRICAL POWER,C,C,1
INTERNATIONAL CONFERENCE ON COMMUNICATION AND ELECTRONICS SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON CLOUD AND GREEN COMPUTING,C,C,1
INTERNATIONAL MULTI-CONFERENCE ON COMPUTING IN GLOBAL INFORMATION TECHNOLOGY,C,C,1
IEEE INTERNATIONAL CONFERENCE ON COGNITIVE INFORMATICS,C,"C, C",1
INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND COMPUTING RESEARCH,C,C,1
INTERNATIONAL CONFERENCE ON CONVERGENCE INFORMATION TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTATIONAL LOGISTICS,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER MODELING AND SIMULATION,C,C,1
IEEE INTERNATIONAL CONFERENCE ON CLOUD NETWORKING,C,C,1
IEEE INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTER COMMUNICATION AND PROCESSING,C,"C, NC",1
INTERNATIONAL CONFERENCE ON CYBER-PHYSICAL SYSTEMS,B,B,3
INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE,B,"A, B, B",3
INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE AND ITS APPLICATIONS,C,"B, C, C",1
"IEEE INTERNATIONAL CONFERENCE ON CONTROL SYSTEM, COMPUTING AND ENGINEERING",C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND EDUCATION,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND NETWORK TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON COMMUNICATION AND SIGNAL PROCESSING,C,C,1
INTERNATIONAL CARNAHAN CONFERENCE ON SECURITY TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON CONCEPTUAL STRUCTURES,B,"B, B",3
INTERNATIONAL CONFERENCE ON COMMUNICATION TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTING: THEORY AND APPLICATIONS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION,A++,"A++, A++, A++",7
INTERNATIONAL CONFERENCE ON CONNECTED VEHICLES AND EXPO,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTER VISION AND GRAPHICS,C,NC,1
IEEE INTERNATIONAL CONFERENCE ON DOCUMENT ANALYSIS AND RECOGNITION,A,"A, A, A",5
INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING AND INTERNET TECHNOLOGY,C,"C, C, NC",1
IEEE INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING AND NETWORKING,C,"B-, C, NC",1
INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS,A,"A+, A, A",5
INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS WORKSHOPS,B,B,3
INTERNATIONAL CONFERENCE ON DATA ENGINEERING,A++,"A++, A++, A++",7
INTERNATIONAL CONFERENCE ON DIGITAL FORENSICS,C,C,1
INTERNATIONAL CONFERENCE ON DIGITAL INFORMATION MANAGEMENT,C,"B-, C",1
DATA AND KNOWLEDGE ENGINEERING,A+,A+,6
INTERNATIONAL CONFERENCE ON DIELECTRIC LIQUIDS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON DATA MINING,A++,"A++, A++, A+",7
INTERNATIONAL CONFERENCE ON DIGITAL SOCIETY,C,"C, C",1
ACM/IEEE INTERNATIONAL CONFERENCE ON DISTRIBUTED SMART CAMERAS,C,"B, C",1
IEEE INTERNATIONAL CONFERENCE ON DATA SCIENCE AND ENGINEERING,C,NC,1
INTERNATIONAL CONFERENCE ON DATABASE THEORY,A-,"A, A-, A-",4
INTERNATIONAL CONFERENCE ON E-BUSINESS,C,"C, C",1
INTERNATIONAL CONFERENCE ON ELECTROMAGNETICS IN ADVANCED APPLICATIONS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON E-BUSINESS ENGINEERING,C,"B, C",1
INTERNATIONAL CONFERENCE ON ELECTRONIC COMMERCE,B,"A, B, C",3
IEEE INTERNATIONAL CONFERENCE ON ENGINEERING OF COMPLEX COMPUTER SYSTEMS,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON ELECTRICAL AND CONTROL ENGINEERING,C,C,1
IEEE INTERNATIONAL CONFERENCE ON ELECTRONICS: CIRCUITS AND SYSTEMS,B-,"B, B-",2
INTERNATIONAL CONFERENCE ON ELECTRICAL ENGINEERING AND INFORMATICS,C,C,1
INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF ELECTRONIC GOVERNANCE,C,C,1
INTERNATIONAL CONFERENCE ON ELECTRONICS AND INFORMATION ENGINEERING,C,C,1
INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS,C,"B, C",1
INTERNATIONAL CONFERENCE ON ELECTRICAL MACHINES,C,C,1
INTERNATIONAL CONFERENCE ON ELECTRICAL MACHINES AND SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY,C,C,1
INTERNATIONAL COMPUTING EDUCATION RESEARCH WORKSHOP,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON EMBEDDED SOFTWARE AND SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES,C,C,1
INTERNATIONAL CONFERENCE ON EDUCATION TECHNOLOGY AND COMPUTER,C,"C, C",1
INTERNATIONAL CONFERENCE ON EMERGING TRENDS IN ENGINEERING AND TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON FORMAL CONCEPT ANALYSIS,B-,"B, B-, C",2
INTERNATIONAL CONFERENCE ON FUTURE COMPUTER AND COMMUNICATION,C,C,1
IEEE INTERNATIONAL CONFERENCE ON FOG AND EDGE COMPUTING,C,C,1
INTERNATIONAL CONFERENCE ON FORMAL ENGINEERING METHODS,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON FRONTIERS IN HANDWRITING RECOGNITION,B,"B, B",3
INTERNATIONAL CONFERENCE ON FUNCTIONAL PROGRAMMING,A,"A+, A, A",5
INTERNATIONAL CONFERENCE ON GENETIC ALGORITHMS,A+,A+,6
INTERNATIONAL CONFERENCE ON GREEN COMPUTING,C,"B, C",1
INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTING,C,"C, C",1
INTERNATIONAL CONFERENCE ON GRID COMPUTING,A,A,5
INTERNATIONAL COLLOQUIUM ON GRAMMATICAL INFERENCE,C,C,1
IEEE INTERNATIONAL CONFERENCE ON GLOBAL SOFTWARE ENGINEERING,C,"B, C, C",1
INTERNATIONAL CONFERENCE ON GRAPH TRANSFORMATION,B,"B, B",3
IEEE INTERNATIONAL CONFERENCE ON HEALTHCARE INFORMATICS,C,C,1
INTERNATIONAL CONFERENCE ON HYBRID INFORMATION TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON HYBRID LEARNING AND EDUCATION,C,C,1
INTERNATIONAL CONFERENCE ON HARMONICS AND QUALITY OF POWER,C,C,1
IEEE INTERNATIONAL CONFERENCE ON INFORMATION AND AUTOMATION,C,"C, NC",1
INTERNATIONAL CONFERENCE ON IMAGE ANALYSIS AND PROCESSING,B,"B, B, NC",3
INTERNATIONAL CONFERENCE ON IMAGE ANALYSIS AND RECOGNITION,C,"C, C",1
INTERNATIONAL CONFERENCE ON INTELLIGENT AND ADVANCED SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING,B,B,3
INTERNATIONAL CONFERENCE ON INFORMATION COMPUTING AND APPLICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON IC DESIGN AND TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION COMMUNICATION AND EMBEDDED SYSTEMS,C,C,1
"INTERNATIONAL CONFERENCE ON INNOVATIVE COMPUTING, INFORMATION AND CONTROL",C,C,1
INTERNATIONAL CONFERENCE ON INTELLIGENT CONTROL AND INFORMATION PROCESSING,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION SECURITY,B,"B, B, B",3
INTERNATIONAL CONFERENCE ON INTERNET COMPUTING IN SCIENCE AND ENGINEERING,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGIES,C,C,1
INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTATION TECHNOLOGY AND AUTOMATION,C,C,1
INTERNATIONAL CONFERENCE ON INTERACTIVE DIGITAL STORYTELLING,C,"B-, C, C",1
CONFERENCE ON INDUSTRIAL ELECTRONICS AND APPLICATIONS,B-,B-,2
INTERNATIONAL CONFERENCE ON INFORMATICS EDUCATION AND RESEARCH,A-,A-,4
"INTERNATIONAL CONFERENCE ON INFORMATICS, ELECTRONICS AND VISION",C,C,1
INTERNATIONAL CONFERENCE ON IMAGE AND GRAPHICS,C,"B, C, NC",1
INTERNATIONAL CONFERENCE ON INTELLIGENT INFORMATION PROCESSING,C,C,1
INTERNATIONAL CONFERENCE ON INDUSTRIAL AND INFORMATION SYSTEMS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON INFORMATION MANAGEMENT AND ENGINEERING,C,C,1
INTERNATIONAL CONFERENCE ON INTERNET MONITORING AND PROTECTION,C,"C, C",1
"CONFERENCE ON INNOVATION IN CLOUDS, INTERNET AND NETWORKS",C,NC,1
"INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS",C,"C, C",1
INTERNATIONAL CONFERENCE INFORMATION PROCESSING,C,C,1
IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING,A-,"A+, A, B",4
INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTICS AND APPLICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS,A-,"A-, A-",4
INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND APPLICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOLOGY,C,"B, NC",1
INTERNATIONAL CONFERENCE ON INFORMATICS AND SEMIOTICS IN ORGANISATIONS,C,C,1
INTERNATIONAL CONFERENCE ON IMAGE AND SIGNAL PROCESSING,C,"C, C",1
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS SECURITY,C,"B, C, NC",1
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS SECURITY AND PRIVACY,C,C,1
IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL TECHNOLOGY,C,"B, C",1
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS,C,"C, NC",1
IEEE INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS IN BIOMEDICINE,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION THEORETIC SECURITY,C,C,1
INTERNATIONAL CONFERENCE FOR INTERNET TECHNOLOGY AND SECURED TRANSACTIONS,C,C,1
INTERNATIONAL CONFERENCE ON INTERNET AND WEB APPLICATIONS AND SERVICES,C,"C, C",1
INTERNATIONAL CONFERENCE ON LOCALIZATION AND GNSS,C,C,1
INTERNATIONAL CONFERENCE ON LEARNING REPRESENTATIONS,A++,"A++, A++",7
INTERNATIONAL CONFERENCE OF LEARNING SCIENCES,C,C,1
INTERNATIONAL CONFERENCE ON MECHATRONICS AND AUTOMATION,C,C,1
INTERNATIONAL CONFERENCE ON MOBILE BUSINESS,C,C,1
INTERNATIONAL COMPUTER MUSIC CONFERENCE,B,"B, B",3
IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA AND EXPO,A-,"A, A-, A-",4
INTERNATIONAL CONFERENCE ON MULTIMODAL INTERFACES,A-,"A, A-, B",4
INTERNATIONAL CONFERENCE ON MANAGEMENT OF INNOVATION AND TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON MACHINE LEARNING,A++,"A++, A++, A++",7
INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND CYBERNETICS,C,"B, C, NC",1
INTERNATIONAL CONFERENCE ON MICROWAVE AND MILLIMETER WAVE TECHNOLOGY,C,C,1
ACM INTERNATIONAL CONFERENCE ON MULTIMEDIA RETRIEVAL,A-,"A, A-, B",4
INTERNATIONAL CONGRESS ON MATHEMATICAL SOFTWARE,C,C,1
INTERNATIONAL CONFERENCE ON MODEL TRANSFORMATION,B-,"A-, B, C",2
INTERNATIONAL CONFERENCE ON MEASURING TECHNOLOGY AND MECHATRONICS AUTOMATION,C,C,1
INTERNATIONAL CONFERENCE ON MICROELECTRONIC TEST STRUCTURES,C,C,1
INTERNATIONAL CONFERENCE ON MACHINE VISION,C,"C, C",1
INTERNATIONAL CONFERENCE ON NETWORKING,B,"A, B",3
INTERNATIONAL CONFERENCE ON NATURAL COMPUTATION,B-,"B, B-, NC",2
INTERNATIONAL CONFERENCE NATURAL LANGUAGE PROCESSING,C,C,1
IEEE INTERNATIONAL CONFERENCE ON NEURAL NETWORKS,B,B,3
INTERNATIONAL CONFERENCE ON NEURAL NETWORKS AND BRAIN,C,C,1
INTERNATIONAL CONFERENCE ON NETWORK PROTOCOLS,A,"A+, A, A",5
INTERNATIONAL CONFERENCE ON NETWORKING AND SERVICES,C,C,1
"IEEE INTL NETWORKING, SENSING AND CONTROL",C,"B, C",1
INTERNATIONAL CONFERENCE ON ADVANCED COMPUTING,C,C,1
INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTING AND INFORMATICS,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGY,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION NETWORKING,C,"B, C",1
IEEE INTERNATIONAL CONFERENCE ON NETWORKS,C,"B, C",1
INTERNATIONAL CONFERENCE ON NEURAL INFORMATION PROCESSING,B,"B, B",3
INTERNATIONAL CONFERENCE ON SYSTEMS,C,"B-, C",1
INTERNATIONAL CONFERENCE ON PLASMA SCIENCE,B,B,3
INTERNATIONAL CONFERENCE ON OPERATIONS RESEARCH AND ENTERPRISE SYSTEMS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON REHABILITATION ROBOTICS,B,B,3
INTERNATIONAL CONFERENCE ON SMART HOMES AND HEALTH TELEMATICS,C,"C, C",1
INTERNATIONAL CONFERENCE ON OPTIMIZATION: TECHNIQUES AND APPLICATIONS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON PROPERTIES AND APPLICATIONS OF DIELECTRIC MATERIALS,C,C,1
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED SYSTEMS,B,"B, B, B",3
IEEE INTERNATIONAL CONFERENCE ON PROGRAM COMPREHENSION,A,"A, A, A-",5
ACM/SPEC INTERNATIONAL CONFERENCE ON PERFORMANCE ENGINEERING,C,"B, C",1
INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING,A,"A, A, A-",5
INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION,A-,"A+, A, B",4
INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION APPLICATIONS AND METHODS,C,"C, C",1
INTERNATIONAL CONFERENCE ON PERVASIVE SERVICES,C,C,1
IEEE INTERNATIONAL CONFERENCE ON PERSONAL WIRELESS COMMUNICATIONS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION,A,"A++, A++, B",5
IEEE INTERNATIONAL REQUIREMENTS ENGINEERING CONFERENCE,A,"A, A, A-",5
IEEE INTERNATIONAL CONFERENCE ON RENEWABLE ENERGY RESEARCH AND APPLICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON REHABILITATION ROBOTICS,C,C,1
INTERNATIONAL CONFERENCE ON RECENT TRENDS IN INFORMATION TECHNOLOGY,C,C,1
ACM INTERNATIONAL CONFERENCE ON SUPERCOMPUTING,A,"A+, A, A",5
IEEE/IFIP INTERNATIONAL CONFERENCE ON SOFTWARE ARCHITECTURE,A-,"A, A-",4
IEEE INTERNATIONAL CONFERENCE ON SOLID DIELECTRICS,C,C,1
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING,A++,"A++, A++, A+",7
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING ADVANCES,C,"C, C",1
INTERNATIONAL CONFERENCE ON SYSTEMS ENGINEERING,C,"C, C",1
IEEE INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY TECHNOLOGIES,C,C,1
INTERNATIONAL CONFERENCE ON SWARM INTELLIGENCE,C,C,1
IEEE INTERNATIONAL CONFERENCE ON SIGNAL AND IMAGE PROCESSING,C,C,1
IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE,A,"A, A, A",5
INTERNATIONAL CONFERENCE ON SYSTEMS AND NETWORKS COMMUNICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON SOFTWARE BUSINESS,C,"C, C",1
INTERNATIONAL CONFERENCE ON SERVICE ORIENTED COMPUTING,A-,"A, A, B",4
INTERNATIONAL CONFERENCE ON SOFTWARE AND DATA TECHNOLOGIES,C,"B, C, C",1
INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING,B,B,3
INTERNATIONAL CONFERENCE ON SECURITY IN PERVASIVE COMPUTING,B-,B-,2
INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING AND COMMUNICATION SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE SIGNAL PROCESSING SYSTEMS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON SOFTWARE REUSE,B,"B, B",3
INTERNATIONAL CONFERENCE ON ON SOFTWARE AND SYSTEMS PROCESS,C,"B, C",1
INTERNATIONAL CONFERENCE ON SERVICE SYSTEMS AND SERVICE MANAGEMENT,C,C,1
"INTERNATIONAL CONFERENCE ON SOFTWARE TESTING, VERIFICATION AND VALIDATION",A-,"A, A-",4
"INTERNATIONAL CONFERENCE ON SOFTWARE TESTING, VERIFICATION AND VALIDATION WORKSHOPS",C,C,1
INTERNATIONAL CONFERENCE ON TELECOMMUNICATIONS,C,"B, C",1
INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGIES FOR AGEING WELL AND E-HEALTH,C,C,1
INTERNATIONAL COLLOQUIUM ON THEORETICAL ASPECTS OF COMPUTING,B-,"B, B-, C",2
INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE,B,"B, B, B",3
INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGY CONVERGENCE,C,C,1
INFORMATION AND COMMUNICATION TECHNOLOGIES AND DEVELOPMENT,C,"C, C",1
"ICT IN EDUCATION, RESEARCH, AND INDUSTRIAL APPLICATIONS",C,"C, NC",1
INTERNATIONAL CONFERENCE ON THE THEORY OF INFORMATION RETRIEVAL,C,"C, NC",1
INTERNATIONAL CONFERENCE ON TRUST MANAGEMENT,C,C,1
INTERNATIONAL CONFERENCE ON TRANSPARENT OPTICAL NETWORKS,C,C,1
INTERNATIONAL CONFERENCE ON TESTING SOFTWARE AND SYSTEMS,C,"B, C, C",1
INTERNATIONAL CONFERENCE ON TRANSPORT SYSTEMS TELEMATICS,C,C,1
INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON UBIQUITOUS AND FUTURE NETWORKS,C,C,1
INTERNATIONAL CONFERENCE ON UBIQUITOUS INFORMATION MANAGEMENT AND COMMUNICATION,C,"C, C",1
INTERNATIONAL CONFERENCE ON ULTRA MODERN TELECOMMUNICATIONS,C,"B-, C",1
INTERNATIONAL CONFERENCE ON ULTRA-WIDEBAND,C,C,1
IEEE INTERNATIONAL CONFERENCE ON VEHICULAR ELECTRONICS AND SAFETY,C,"C, C",1
"INDIAN CONFERENCE ON COMPUTER VISION, GRAPHICS AND IMAGE PROCESSING",C,C,1
INTERNATIONAL CONFERENCE ON VIRTUAL REALITY,C,"C, NC",1
INTERNATIONAL CONFERENCE ON COMPUTER VISION SYSTEMS,C,"B, C, C",1
SYSTEMS COMMUNICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON WAVELET ANALYSIS AND PATTERN RECOGNITION,C,C,1
INTERNATIONAL CONFERENCE ON WEB ENGINEERING,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON WEB-BASED LEARNING,C,"C, C",1
INTERNATIONAL CONFERENCE ON WIRELESS AND MOBILE COMMUNICATIONS,C,C,1
INTERNATIONAL CONFERENCE ON WIRELESS NETWORKS,C,C,1
IEEE INTERNATIONAL CONFERENCE ON WEB SERVICES,A,"A+, A, A-",5
AAAI INTERNATIONAL CONFERENCE ON WEBLOGS AND SOCIAL MEDIA,A,"A+, A+, NC",5
INTERNATIONAL CONFERENCE FOR YOUNG COMPUTER SCIENTISTS,C,C,1
INTELLIGENT DATA ANALYSIS,B-,"B, B, C",2
INTELLIGENT DATA ACQUISITION AND ADVANCED COMPUTING SYSTEMS TECHNOLOGY AND APPLICATIONS,C,"C, C",1
INTERACTION DESIGN AND CHILDREN,B,"B, B",3
INTERNATIONAL CONFERENCE ON INFORMATICS & DATA-DRIVEN MEDICINE,C,C,1
INTERNATIONAL CONFERENCE ON INTELLIGENT DATA ENGINEERING AND AUTOMATED LEARNING,C,"B-, C, C",1
INTERNATIONAL DATABASE ENGINEERING AND APPLICATIONS SYMPOSIUM,B,"B, B, B-",3
INTELLIGENT ENVIRONMENTS,C,"B, C, C",1
"INTERNATIONAL CONFERENCE INDUSTRIAL, ENGINEERING & OTHER APPLICATIONS APPLIED INTELLIGENT SYSTEMS",C,"C, C",1
INDUSTRIAL AND ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE AND EXPERT SYSTEMS,C,"C, C",1
INTERSOCIETY ENERGY CONVERSION ENGINEERING CONFERENCE,C,C,1
"INTERNATIONAL CONFERENCE ON INDUSTRIAL ELECTRONICS, CONTROL, AND INSTRUMENTATION",B,B,3
CONFERENCE OF THE INDUSTRIAL ELECTRONICS SOCIETY,B,B,3
INTERNATIONAL ELECTRON DEVICES MEETING,A+,A+,6
IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN CONTROL AND AUTOMATION,C,C,1
IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN CYBER SECURITY,C,C,1
IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE FOR FINANCIAL ENGINEERING,C,C,1
IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE FOR MULTIMEDIA SIGNAL AND VISION PROCESSING,C,C,1
IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE FOR SECURITY AND DEFENCE APPLICATIONS,C,C,1
IEEE GLOBAL INTERNET SYMPOSIUM,C,C,1
